0 0 6 5.761022
0 0.02040816 6 5.666814
0 0.04081633 6 5.390354
0 0.06122449 6 4.949724
0 0.08163265 6 4.373746
0 0.1020408 6 3.700096
0 0.122449 6 2.972836
0 0.1428571 6 2.239537
0 0.1632653 6 1.548164
0 0.1836735 6 0.9439408
0 0.2040816 6 0.466389
0 0.2244898 6 0.1467455
0 0.244898 6 0.005918318
0 0.2653061 6 0.05311905
0 0.2857143 6 0.2852603
0 0.3061224 6 0.6871575
0 0.3265306 6 1.232523
0 0.3469388 6 1.885683
0 0.3673469 6 2.603915
0 0.3877551 6 3.34024
0 0.4081633 6 4.046494
0 0.4285714 6 4.67648
0 0.4489796 6 5.188992
0 0.4693878 6 5.550505
0 0.4897959 6 5.737373
0 0.5102041 6 5.737373
0 0.5306122 6 5.550505
0 0.5510204 6 5.188992
0 0.5714286 6 4.67648
0 0.5918367 6 4.046494
0 0.6122449 6 3.34024
0 0.6326531 6 2.603915
0 0.6530612 6 1.885683
0 0.6734694 6 1.232523
0 0.6938776 6 0.6871575
0 0.7142857 6 0.2852603
0 0.7346939 6 0.05311905
0 0.755102 6 0.005918318
0 0.7755102 6 0.1467455
0 0.7959184 6 0.466389
0 0.8163265 6 0.9439408
0 0.8367347 6 1.548164
0 0.8571429 6 2.239537
0 0.877551 6 2.972836
0 0.8979592 6 3.700096
0 0.9183673 6 4.373746
0 0.9387755 6 4.949724
0 0.9591837 6 5.390354
0 0.9795918 6 5.666814
0 1 6 5.761022
0.02040816 0 6 5.751883
0.02040816 0.02040816 6 5.657676
0.02040816 0.04081633 6 5.381216
0.02040816 0.06122449 6 4.940586
0.02040816 0.08163265 6 4.364608
0.02040816 0.1020408 6 3.690957
0.02040816 0.122449 6 2.963697
0.02040816 0.1428571 6 2.230399
0.02040816 0.1632653 6 1.539026
0.02040816 0.1836735 6 0.9348025
0.02040816 0.2040816 6 0.4572507
0.02040816 0.2244898 6 0.1376072
0.02040816 0.244898 6 -0.003220004
0.02040816 0.2653061 6 0.04398073
0.02040816 0.2857143 6 0.2761219
0.02040816 0.3061224 6 0.6780192
0.02040816 0.3265306 6 1.223384
0.02040816 0.3469388 6 1.876545
0.02040816 0.3673469 6 2.594777
0.02040816 0.3877551 6 3.331102
0.02040816 0.4081633 6 4.037355
0.02040816 0.4285714 6 4.667342
0.02040816 0.4489796 6 5.179853
0.02040816 0.4693878 6 5.541366
0.02040816 0.4897959 6 5.728234
0.02040816 0.5102041 6 5.728234
0.02040816 0.5306122 6 5.541366
0.02040816 0.5510204 6 5.179853
0.02040816 0.5714286 6 4.667342
0.02040816 0.5918367 6 4.037355
0.02040816 0.6122449 6 3.331102
0.02040816 0.6326531 6 2.594777
0.02040816 0.6530612 6 1.876545
0.02040816 0.6734694 6 1.223384
0.02040816 0.6938776 6 0.6780192
0.02040816 0.7142857 6 0.2761219
0.02040816 0.7346939 6 0.04398073
0.02040816 0.755102 6 -0.003220004
0.02040816 0.7755102 6 0.1376072
0.02040816 0.7959184 6 0.4572507
0.02040816 0.8163265 6 0.9348025
0.02040816 0.8367347 6 1.539026
0.02040816 0.8571429 6 2.230399
0.02040816 0.877551 6 2.963697
0.02040816 0.8979592 6 3.690957
0.02040816 0.9183673 6 4.364608
0.02040816 0.9387755 6 4.940586
0.02040816 0.9591837 6 5.381216
0.02040816 0.9795918 6 5.657676
0.02040816 1 6 5.751883
0.04081633 0 6 5.725066
0.04081633 0.02040816 6 5.630859
0.04081633 0.04081633 6 5.354398
0.04081633 0.06122449 6 4.913768
0.04081633 0.08163265 6 4.337791
0.04081633 0.1020408 6 3.66414
0.04081633 0.122449 6 2.93688
0.04081633 0.1428571 6 2.203581
0.04081633 0.1632653 6 1.512209
0.04081633 0.1836735 6 0.9079853
0.04081633 0.2040816 6 0.4304334
0.04081633 0.2244898 6 0.1107899
0.04081633 0.244898 6 -0.03003723
0.04081633 0.2653061 6 0.0171635
0.04081633 0.2857143 6 0.2493047
0.04081633 0.3061224 6 0.651202
0.04081633 0.3265306 6 1.196567
0.04081633 0.3469388 6 1.849728
0.04081633 0.3673469 6 2.56796
0.04081633 0.3877551 6 3.304285
0.04081633 0.4081633 6 4.010538
0.04081633 0.4285714 6 4.640524
0.04081633 0.4489796 6 5.153036
0.04081633 0.4693878 6 5.514549
0.04081633 0.4897959 6 5.701417
0.04081633 0.5102041 6 5.701417
0.04081633 0.5306122 6 5.514549
0.04081633 0.5510204 6 5.153036
0.04081633 0.5714286 6 4.640524
0.04081633 0.5918367 6 4.010538
0.04081633 0.6122449 6 3.304285
0.04081633 0.6326531 6 2.56796
0.04081633 0.6530612 6 1.849728
0.04081633 0.6734694 6 1.196567
0.04081633 0.6938776 6 0.651202
0.04081633 0.7142857 6 0.2493047
0.04081633 0.7346939 6 0.0171635
0.04081633 0.755102 6 -0.03003723
